1	973	1
1	1481	1
1	1285	1
1	1246	1
1	1891	1
1	2548	1
1	526	1
1	1413	1
1	369	1
1	1698	1
2	2497	1
2	153	1
2	1950	1
2	867	1
2	2837	1
2	1733	1
2	2891	1
2	1387	1
2	1084	1
2	2743	1
3	1361	1
3	529	1
3	41	1
3	2727	1
3	855	1
3	546	1
3	1243	1
3	2407	1
3	1123	1
3	2107	1
4	214	1
4	629	1
4	2194	1
4	1444	1
4	1747	1
4	724	1
4	2416	1
4	2601	1
4	1479	1
4	2892	1
5	670	1
5	2800	1
5	2409	1
5	271	1
5	2382	1
5	1549	1
5	2502	1
5	1581	1
5	1689	1
5	873	1
6	41	1
6	2653	1
6	2275	1
6	1813	1
6	1160	1
6	1282	1
6	1719	1
6	793	1
6	2911	1
6	1807	1
7	187	1
7	228	1
7	2307	1
7	1129	1
7	2736	1
7	916	1
7	509	1
7	1454	1
7	1152	1
7	2772	1
8	382	1
8	992	1
8	1228	1
8	895	1
8	2668	1
8	865	1
8	2635	1
8	430	1
8	558	1
8	1348	1
9	2412	1
9	80	1
9	1558	1
9	1314	1
9	2368	1
9	1713	1
9	1327	1
9	1742	1
9	440	1
9	1970	1
10	466	1
10	2758	1
10	423	1
10	2082	1
10	2678	1
10	2439	1
10	2565	1
10	227	1
10	2155	1
10	878	1
11	562	1
11	2912	1
11	2027	1
11	902	1
11	2510	1
11	2186	1
11	1791	1
11	1087	1
11	1696	1
11	1164	1
12	563	1
12	443	1
12	978	1
12	438	1
12	232	1
12	1175	1
12	2172	1
12	1696	1
12	970	1
12	629	1
13	1155	1
13	116	1
13	2226	1
13	2033	1
13	2678	1
13	1938	1
13	602	1
13	1200	1
13	1344	1
13	1991	1
14	2106	1
14	1830	1
14	895	1
14	1192	1
14	1893	1
14	1550	1
14	2307	1
14	1541	1
14	1918	1
14	1748	1
15	2377	1
15	1709	1
15	2631	1
15	1601	1
15	1591	1
15	1489	1
15	1102	1
15	2047	1
15	1461	1
15	797	1
16	1691	1
16	1632	1
16	726	1
16	354	1
16	1433	1
16	771	1
16	747	1
16	2328	1
16	1876	1
16	1710	1
17	1292	1
17	2144	1
17	1737	1
17	631	1
17	1474	1
17	1884	1
17	788	1
17	2532	1
17	2	1
17	720	1
18	2666	1
18	1817	1
18	959	1
18	2037	1
18	2888	1
18	1916	1
18	1311	1
18	1221	1
18	1977	1
18	1961	1
19	2007	1
19	1641	1
19	2702	1
19	937	1
19	230	1
19	146	1
19	447	1
19	863	1
19	328	1
19	2746	1
20	222	1
20	2233	1
20	2574	1
20	678	1
20	1304	1
20	211	1
20	2078	1
20	741	1
20	2269	1
20	2907	1
21	1555	1
21	2313	1
21	1752	1
21	169	1
21	2007	1
21	2132	1
21	546	1
21	2275	1
21	1917	1
21	2829	1
22	717	1
22	2089	1
22	2292	1
22	2584	1
22	1638	1
22	1880	1
22	295	1
22	2069	1
22	2577	1
22	2840	1
23	696	1
23	1151	1
23	988	1
23	2388	1
23	1511	1
23	2712	1
23	504	1
23	1344	1
23	2398	1
23	1942	1
24	2650	1
24	1310	1
24	448	1
24	2581	1
24	2451	1
24	1960	1
24	700	1
24	652	1
24	1897	1
24	1643	1
25	1648	1
25	120	1
25	285	1
25	1711	1
25	114	1
25	2584	1
25	2177	1
25	2221	1
25	987	1
25	376	1
26	1093	1
26	1980	1
26	190	1
26	1848	1
26	449	1
26	1491	1
26	923	1
26	1752	1
26	2228	1
26	1617	1
27	1314	1
27	1386	1
27	445	1
27	714	1
27	511	1
27	1079	1
27	524	1
27	1182	1
27	1957	1
27	2433	1
28	2679	1
28	630	1
28	2088	1
28	2426	1
28	253	1
28	897	1
28	2755	1
28	1089	1
28	1723	1
28	507	1
29	919	1
29	745	1
29	615	1
29	1388	1
29	20	1
29	1418	1
29	2592	1
29	1215	1
29	2515	1
29	2050	1
30	1203	1
30	2746	1
30	337	1
30	205	1
30	678	1
30	788	1
30	1126	1
30	1297	1
30	215	1
30	2712	1
31	1113	1
31	2342	1
31	1348	1
31	146	1
31	2415	1
31	2105	1
31	2039	1
31	637	1
31	1535	1
31	2191	1
32	703	1
32	1951	1
32	177	1
32	1605	1
32	885	1
32	276	1
32	1717	1
32	1976	1
32	602	1
32	2184	1
33	2132	1
33	1041	1
33	2915	1
33	589	1
33	1749	1
33	41	1
33	774	1
33	23	1
33	2807	1
33	447	1
34	1103	1
34	2205	1
34	1329	1
34	1266	1
34	935	1
34	2110	1
34	2310	1
34	959	1
34	56	1
34	642	1
35	1309	1
35	2584	1
35	2799	1
35	2785	1
35	1988	1
35	772	1
35	945	1
35	1225	1
35	2727	1
35	1830	1
36	6	1
36	1278	1
36	1390	1
36	872	1
36	986	1
36	1126	1
36	52	1
36	301	1
36	411	1
36	712	1
37	1281	1
37	1960	1
37	1946	1
37	738	1
37	138	1
37	931	1
37	2098	1
37	1228	1
37	2301	1
37	1557	1
38	833	1
38	138	1
38	2147	1
38	1310	1
38	2239	1
38	1150	1
38	1921	1
38	1230	1
38	709	1
38	574	1
39	1271	1
39	1301	1
39	624	1
39	546	1
39	1007	1
39	1382	1
39	792	1
39	1682	1
39	647	1
39	2703	1
40	179	1
40	1951	1
40	1138	1
40	1424	1
40	1246	1
40	1151	1
40	2516	1
40	2063	1
40	1095	1
40	512	1
41	1399	1
41	2665	1
41	2833	1
41	617	1
41	1882	1
41	1497	1
41	2035	1
41	396	1
41	2419	1
41	2067	1
42	2071	1
42	1888	1
42	1156	1
42	1541	1
42	583	1
42	378	1
42	2072	1
42	2725	1
42	563	1
42	1012	1
43	2592	1
43	957	1
43	1951	1
43	2235	1
43	2879	1
43	1791	1
43	1085	1
43	1884	1
43	1474	1
43	1642	1
44	1359	1
44	1214	1
44	324	1
44	2906	1
44	15	1
44	1880	1
44	851	1
44	2437	1
44	103	1
44	879	1
45	1866	1
45	464	1
45	132	1
45	688	1
45	925	1
45	1899	1
45	1732	1
45	459	1
45	817	1
45	761	1
46	2187	1
46	2637	1
46	1275	1
46	1797	1
46	1112	1
46	1147	1
46	2510	1
46	1955	1
46	45	1
46	1772	1
47	2750	1
47	2667	1
47	985	1
47	2111	1
47	1483	1
47	2472	1
47	670	1
47	2205	1
47	823	1
47	1555	1
48	445	1
48	789	1
48	2617	1
48	1884	1
48	444	1
48	87	1
48	300	1
48	2107	1
48	808	1
48	957	1
49	1579	1
49	162	1
49	991	1
49	439	1
49	1704	1
49	1324	1
49	1202	1
49	2524	1
49	1205	1
49	1373	1
50	2907	1
50	712	1
50	1317	1
50	1413	1
